8.5,1.582623914,1.697555782,1.684269223,1.813463789,1.487633257,1.572735408,1.729830142,1.420269815,1.590838629
9,1.600438233,1.70625522,1.697797224,1.841258788,1.498513946,1.593121172,1.734930535,1.436520247,1.607614893
9.5,1.620545444,1.716057034,1.711149083,1.86511358,1.512033235,1.614136871,1.743619333,1.444641684,1.623190812
10,1.642975303,1.731770385,1.724584996,1.904151214,1.528917577,1.636501421,1.762687236,1.458956789,1.643555018
10.5,1.657707416,1.736418955,1.737707657,1.923415781,1.540873903,1.655742398,1.754888879,1.46696544,1.663637831
11,1.663085941,1.743939213,1.73687164,1.942051855,1.542383931,1.670252606,1.746632262,1.460656765,1.671855364
11.5,1.671465802,1.748921811,1.739370878,1.953375895,1.535985349,1.684219442,1.73960237,1.463993051,1.692222527
12,1.684744364,1.756095388,1.753961998,1.980679879,1.529006811,1.697304339,1.748930401,1.467407717,1.711945998
12.5,1.704094647,1.767387658,1.775814017,2.013115533,1.530458676,1.720052752,1.762000658,1.47775455,1.73113757
13,1.71181949,1.77091384,1.77276786,2.024108135,1.520690713,1.727318028,1.770463727,1.481369748,1.729031848
13.5,1.730895364,1.785691688,1.780917992,2.037088829,1.522536333,1.743375226,1.777298925,1.482217865,1.746378705
14,1.738124744,1.794709065,1.786447544,2.051545832,1.536170604,1.760682375,1.782159732,1.488251138,1.759309846
14.5,1.749723186,1.804157911,1.792817835,2.071895214,1.542471842,1.766569648,1.792142163,1.502938407,1.780036556
15,1.751649879,1.805651956,1.794991753,2.065297393,1.548077937,1.777846919,1.790964711,1.49395616,1.790179947
15.5,1.762881089,1.820154958,1.811367116,2.072359772,1.557088965,1.797936336,1.805425688,1.487270436,1.810491844
16,1.776071492,1.812593904,1.822104524,2.072316935,1.565804777,1.804923741,1.799915,1.486523274,1.82139321
16.5,1.788258795,1.833390463,1.833825939,2.085470268,1.580505516,1.822005762,1.807939096,1.497403915,1.839584763
17,1.784081868,1.822940111,1.828160175,2.077324574,1.580589827,1.825337644,1.796453353,1.484690511,1.839511667
17.5,1.796236947,1.831624569,1.840921861,2.093746948,1.595612066,1.842849501,1.804530509,1.500711978,1.869716178
18,1.803373387,1.835756866,1.84352493,2.101019799,1.599416487,1.855038361,1.807888656,1.507678416,1.883892829
18.5,1.815008348,1.843659099,1.850673769,2.108141159,1.594346964,1.863613361,1.821668722,1.512241629,1.898958249
19,1.82539426,1.845377659,1.848129756,2.125646845,1.59297504,1.874516316,1.82929791,1.502192929,1.913847365
19.5,1.837987757,1.853699541,1.858132813,2.148923772,1.600416602,1.892160722,1.836318301,1.517761362,1.932012124
20,1.834320378,1.843164195,1.843983567,2.138538508,1.590197164,1.8860616,1.828955007,1.500998376,1.9281957
20.5,1.849644586,1.853578975,1.854645504,2.156634418,1.600253261,1.901042697,1.841841912,1.512381148,1.953216538
21,1.855079342,1.844258998,1.845715088,2.172535845,1.599991051,1.903803535,1.827341429,1.507467731,1.952967394
21.5,1.85909666,1.846258814,1.846226958,2.191102192,1.610115906,1.907522107,1.833938399,1.506290098,1.961486491
22,1.872556964,1.866338991,1.859040049,2.213256711,1.620110858,1.916695782,1.839646729,1.514089339,1.971115465
22.5,1.869375928,1.861872844,1.854352432,2.221909713,1.62403716,1.911834314,1.827401411,1.506338701,1.965685376
23,1.881966662,1.868975892,1.863750233,2.234780793,1.642306893,1.924497051,1.833846714,1.51957126,1.982017933
23.5,1.872345844,1.861993561,1.862211963,2.231052562,1.644368279,1.92609717,1.821503304,1.520770929,1.984330849
24,1.870451384,1.859199208,1.867406995,2.236016343,1.654980846,1.933642792,1.815662686,1.519080081,1.989558954
24.5,1.866305992,1.868278951,1.867018041,2.230892237,1.663264499,1.928678013,1.824845572,1.520297734,1.983744875
25,1.875512887,1.883510541,1.870897318,2.240908471,1.678026099,1.936332511,1.825819067,1.531561262,2.009352174
25.5,,,,,,,,,
26,,,,,,,,,
26.5,,,,,,,,,
27,,,,,,,,,
27.5,,,,,,,,,
28,,,,,,,,,
28.5,,,,,,,,,
29,,,,,,,,,
29.5,,,,,,,,,
30,,,,,,,,,
30.5,,,,,,,,,
31,,,,,,,,,
31.5,,,,,,,,,
32,,,,,,,,,
32.5,,,,,,,,,
33,,,,,,,,,
33.5,,,,,,,,,
34,,,,,,,,,
34.5,,,,,,,,,
35,,,,,,,,,
35.5,,,,,,,,,
36,,,,,,,,,
36.5,,,,,,,,,
37,,,,,,,,,
37.5,,,,,,,,,
38,,,,,,,,,
38.5,,,,,,,,,
39,,,,,,,,,
39.5,,,,,,,,,
40,,,,,,,,,
40.5,,,,,,,,,
41,,,,,,,,,
41.5,,,,,,,,,
42,,,,,,,,,
42.5,,,,,,,,,
43,,,,,,,,,
43.5,,,,,,,,,
44,,,,,,,,,
44.5,,,,,,,,,
45,,,,,,,,,
45.5,,,,,,,,,
46,,,,,,,,,
46.5,,,,,,,,,
47,,,,,,,,,
47.5,,,,,,,,,
48,,,,,,,,,
48.5,,,,,,,,,
49,,,,,,,,,
49.5,,,,,,,,,
50,,,,,,,,,
50.5,,,,,,,,,
51,,,,,,,,,
51.5,,,,,,,,,
52,,,,,,,,,
52.5,,,,,,,,,
53,,,,,,,,,
53.5,,,,,,,,,
54,,,,,,,,,
54.5,,,,,,,,,
55,,,,,,,,,
55.5,,,,,,,,,
56,,,,,,,,,
56.5,,,,,,,,,
57,,,,,,,,,
57.5,,,,,,,,,
58,,,,,,,,,
58.5,,,,,,,,,
59,,,,,,,,,
59.5,,,,,,,,,
60,,,,,,,,,
60.5,,,,,,,,,
61,,,,,,,,,
61.5,,,,,,,,,
62,,,,,,,,,
62.5,,,,,,,,,
63,,,,,,,,,
63.5,,,,,,,,,
64,,,,,,,,,
64.5,,,,,,,,,
65,,,,,,,,,
65.5,,,,,,,,,
66,,,,,,,,,
66.5,,,,,,,,,
67,,,,,,,,,
67.5,,,,,,,,,
68,,,,,,,,,
68.5,,,,,,,,,
69,,,,,,,,,
69.5,,,,,,,,,
70,,,,,,,,,
70.5,,,,,,,,,
71,,,,,,,,,
71.5,,,,,,,,,
72,,,,,,,,,
72.5,,,,,,,,,
73,,,,,,,,,
73.5,,,,,,,,,
74,,,,,,,,,
74.5,,,,,,,,,
75,,,,,,,,,
75.5,,,,,,,,,
76,,,,,,,,,
76.5,,,,,,,,,
77,,,,,,,,,
77.5,,,,,,,,,
78,,,,,,,,,
78.5,,,,,,,,,
79,,,,,,,,,
79.5,,,,,,,,,
80,,,,,,,,,
80.5,,,,,,,,,
81,,,,,,,,,
81.5,,,,,,,,,
82,,,,,,,,,
82.5,,,,,,,,,
83,,,,,,,,,
83.5,,,,,,,,,
84,,,,,,,,,
84.5,,,,,,,,,
85,,,,,,,,,
85.5,,,,,,,,,
86,,,,,,,,,
86.5,,,,,,,,,
87,,,,,,,,,
87.5,,,,,,,,,
88,,,,,,,,,
88.5,,,,,,,,,
89,,,,,,,,,
89.5,,,,,,,,,
90,,,,,,,,,
90.5,,,,,,,,,
91,,,,,,,,,
91.5,,,,,,,,,
92,,,,,,,,,
92.5,,,,,,,,,
93,,,,,,,,,
93.5,,,,,,,,,
94,,,,,,,,,
94.5,,,,,,,,,
95,,,,,,,,,
95.5,,,,,,,,,
96,,,,,,,,,
96.5,,,,,,,,,
97,,,,,,,,,
97.5,,,,,,,,,
98,,,,,,,,,
98.5,,,,,,,,,
99,,,,,,,,,
99.5,,,,,,,,,
100,,,,,,,,,
100.5,,,,,,,,,
101,,,,,,,,,
101.5,,,,,,,,,
102,,,,,,,,,
102.5,,,,,,,,,
103,,,,,,,,,
103.5,,,,,,,,,
104,,,,,,,,,
104.5,,,,,,,,,
105,,,,,,,,,
105.5,,,,,,,,,
106,,,,,,,,,
106.5,,,,,,,,,
107,,,,,,,,,
107.5,,,,,,,,,
108,,,,,,,,,
108.5,,,,,,,,,
109,,,,,,,,,
109.5,,,,,,,,,
110,,,,,,,,,
110.5,,,,,,,,,
111,,,,,,,,,
111.5,,,,,,,,,
112,,,,,,,,,
112.5,,,,,,,,,
113,,,,,,,,,
113.5,,,,,,,,,
114,,,,,,,,,
114.5,,,,,,,,,
115,,,,,,,,,
